Рзаб;Pлин;Руст.1;Рзаб.1;Рлин;Туст;Тна шлейфе;Тзаб;Tлин;Дебит ст. конд.;Дебит воды;Дебит смеси;Дебит гааз;Дебит кон нестабильный;Дебит воды.1;Pсб.1;G_total;КГФ
364.6788075;94.9;262.0;364.6;94.9;62.0;36.3;105.18;37.5;94.4;1.4;370.15784;2970.0;154.5;1.4;92.2773254379472;0.0;212.0
357.1199625;97.0;252.0;357.0;96.9;66.0;42.8;105.24;43.7;117.6;1.4;477.11715999999996;3869.0;196.7;1.4;94.05378731803602;0.0;204.0
347.44342499999993;95.7;238.0;347.5;95.8;70.0;47.5;105.23;47.9;142.0;2.1;592.3933;5012.0;235.7;2.0;92.96817172464841;0.0;198.0
337.87834499999997;99.8;220.0;337.7;99.3;70.0;51.8;105.16;52.1;154.7;2.3;686.14552;5733.0;264.3;2.4;97.21194177152726;0.0;186.0
335.20000000000005;88.7;241.0;335.5;89.0;51.0;27.0;104.68;27.2;55.4;1.1;226.53898;1773.0;93.1;1.1;88.52701702442636;0.0;201.0
328.1;91.2;240.0;328.4;91.4;59.1;34.9;104.84;35.7;72.7;1.9;325.42891000000003;2750.0;119.2;2.0;87.73747841105354;0.0;182.0
318.0;98.0;228.0;318.3;98.9;63.3;41.4;104.85;42.5;86.3;3.5;424.73861;3583.0;143.9;3.5;89.81001727115716;0.0;165.0
307.8;98.6;215.0;308.1;97.2;65.0;45.8;104.78;46.3;93.5;4.7;495.62985000000003;4165.0;156.8;4.8;93.16555637799162;0.0;153.0
293.6;98.5;197.0;293.9;98.4;66.9;49.8;104.63;50.5;106.6;6.4;587.3609399999999;5113.0;174.3;6.5;92.77078707130521;0.0;147.0
309.1;92.6;230.0;307.1;92.7;51.0;0.0;104.4;28.1;50.5;0.44891701610110907;224.8580989170161;1759.0;84.7;0.4;88.72440167776956;0.0;182.0
293.9;93.1;215.0;293.9;93.3;60.0;0.0;104.6;41.3;72.0;1.5;403.74690000000004;3454.0;123.0;1.6;89.61263261781396;0.0;145.0
271.0;95.94595105865976;199.0;272.3;94.637;56.0;0.0;103.9;36.16154737938216;47.6;1.0;274.9396;2223.0;80.0;1.1;92.77078707130521;0.0;139.0
